"","day","site","new_customer","platform","visits","distinct_sessions","orders","gross_sales","bounces","add_to_cart","product_page_views","search_page_views","conversion_rate","bounce_rate","add_to_cart_rate"
"417","0013-01-06","Botly","1","Android",13,13,13,1559,0,13,0,1,1,0,1
"418","0013-01-06","Pinnacle","0","Macintosh",68,54,7,2200,16,16,174,348,0.102941176470588,0.235294117647059,0.235294117647059
"423","0013-01-06","Pinnacle","0","iPad",30,25,3,1404,7,8,75,124,0.1,0.233333333333333,0.266666666666667
"425","0013-01-06","Sortly","1","Macintosh",0,0,0,17426,0,0,0,0,0,0,0
"426","0013-01-06","Tabular","1","iPad",27,26,27,4439,0,27,0,0,1,0,1
"427","0013-01-06","Acme","0","Windows",8637,5912,1601,231248,1368,2777,32270,69588,0.185365288873451,0.158388329281,0.321523677202732
"428","0013-01-06","Acme","0","iPad",2716,1881,504,79178,492,914,9893,16932,0.185567010309278,0.181148748159057,0.336524300441826
"429","0013-01-06","Sortly","1","iPhone",39,30,15,1582,12,19,58,61,0.384615384615385,0.307692307692308,0.487179487179487
"431","0013-01-06","Pinnacle","0","Other",0,0,0,22,0,0,1,2,0,0,0
"432","0013-01-06","Pinnacle","0","BlackBerry",1,0,0,17426,0,0,1,2,0,0,0
"434","0013-01-06","Acme","1","Android",28,19,17,1663,4,20,98,194,0.607142857142857,0.142857142857143,0.714285714285714
"435","0013-01-06","Pinnacle","1","iPad",4,2,1,309,1,2,9,13,0.25,0.25,0.5
"437","0013-01-06","Sortly","1","Other",29,23,13,1358,4,16,75,95,0.448275862068966,0.137931034482759,0.551724137931034
"438","0013-01-06","Acme","1","BlackBerry",0,0,0,17426,0,0,1,1,0,0,0
"439","0013-01-06","Pinnacle","0","Android",2,1,0,4,0,1,6,13,0,0,0.5
"442","0013-01-06","Acme","1","iPad",283,158,153,19740,47,185,1140,1751,0.540636042402827,0.166077738515901,0.653710247349823
"443","0013-01-06","Widgetry","0","iPhone",124,117,124,17730,0,124,1798,1644,1,0,1
"445","0013-01-06","Sortly","0","iPad",1,1,0,45,0,0,1,2,0,0,0
"446","0013-01-06","Pinnacle","0","iPhone",11,9,1,495,3,3,17,15,0.0909090909090909,0.272727272727273,0.272727272727273
"447","0013-01-06","Acme","1","iPhone",26,22,16,1489,2,18,60,79,0.615384615384615,0.0769230769230769,0.692307692307692
"448","0013-01-06","Sortly","0","Macintosh",0,0,0,9,0,0,1,4,0,0,0
"449","0013-01-06","Pinnacle","0","Windows",53,44,7,2483,11,15,183,329,0.132075471698113,0.207547169811321,0.283018867924528
"450","0013-01-06","Acme","0","Other",55,40,7,966,9,14,205,469,0.127272727272727,0.163636363636364,0.254545454545455
"451","0013-01-06","Pinnacle","1","iPhone",1,0,1,140,0,1,1,1,1,0,1
"454","0013-01-06","Sortly","0","iPhone",320,273,36,4528,87,88,437,557,0.1125,0.271875,0.275
"455","0013-01-06","Acme","0","Macintosh",7540,4853,1132,184926,2376,1865,23694,50031,0.150132625994695,0.315119363395225,0.247347480106101
"457","0013-01-06","Sortly","0","Windows",1,0,0,17426,0,0,0,0,0,0,0
"459","0013-01-06","Pinnacle","0","Linux",1,0,0,24,0,1,1,1,0,0,1
"460","0013-01-06","Sortly","0","Android",55,47,3,502,16,16,88,132,0.0545454545454545,0.290909090909091,0.290909090909091
"461","0013-01-06","Acme","0","iPhone",446,369,43,5504,75,101,677,1019,0.0964125560538117,0.168161434977578,0.226457399103139
"464","0013-01-06","Tabular","0","iPad",182,174,182,30928,0,182,0,0,1,0,1
"466","0013-01-06","Botly","0","Android",25,24,25,3307,0,25,9,11,1,0,1
"467","0013-01-06","Acme","1","Linux",6,3,3,271,2,3,14,30,0.5,0.333333333333333,0.5
"468","0013-01-06","Pinnacle","1","Macintosh",8,4,3,1141,1,4,24,41,0.375,0.125,0.5
"469","0013-01-06","Sortly","0","Other",129,112,28,3166,20,62,410,562,0.217054263565891,0.155038759689922,0.48062015503876
"472","0013-01-07","Sortly","0","Macintosh",1,0,0,27,0,1,2,1,0,0,1
"474","0013-01-07","Pinnacle","0","Windows",76,64,10,4027,16,21,172,340,0.131578947368421,0.210526315789474,0.276315789473684
"475","0013-01-07","Pinnacle","0","Android",4,2,0,34,0,1,4,12,0,0,0.25
"476","0013-01-07","Acme","1","Macintosh",389,214,213,27269,73,246,1519,2877,0.547557840616967,0.187660668380463,0.632390745501285
"477","0013-01-07","Sortly","0","iPad",1,0,0,18081.975,0,0,0,0,0,0,0
"478","0013-01-07","Pinnacle","0","BlackBerry",0,0,0,18081.975,0,0,0,1,0,0,0
"479","0013-01-07","Tabular","1","iPad",14,13,14,1832,0,14,0,0,1,0,1
"480","0013-01-07","Acme","0","iPad",2618,1862,388,59404,453,729,8465,15406,0.148204736440031,0.173032849503438,0.278456837280367
"482","0013-01-07","Acme","0","Macintosh",8660,5606,1113,179702,2505,1913,23670,51558,0.128521939953811,0.289260969976905,0.220900692840647
"484","0013-01-07","Sortly","0","Windows",2,1,0,46,0,1,0,1,0,0,0.5
"485","0013-01-07","Pinnacle","0","Macintosh",57,46,6,1818,17,12,121,271,0.105263157894737,0.298245614035088,0.210526315789474
"486","0013-01-07","Sortly","0","Other",141,122,26,3256,30,55,396,480,0.184397163120567,0.212765957446809,0.390070921985816
"487","0013-01-07","Acme","0","Other",60,45,6,712,10,15,242,430,0.1,0.166666666666667,0.25
"488","0013-01-07","Acme","1","Android",24,17,14,1291,3,18,75,131,0.583333333333333,0.125,0.75
"489","0013-01-07","Pinnacle","0","Other",0,0,0,18081.975,0,0,0,0,0,0,0
"490","0013-01-07","Pinnacle","1","Windows",7,4,3,727,1,4,16,36,0.428571428571429,0.142857142857143,0.571428571428571
"491","0013-01-07","Acme","0","Android",381,276,27,3380,76,69,814,1904,0.0708661417322835,0.199475065616798,0.181102362204724
"492","0013-01-07","Sortly","1","Other",25,21,12,1550,3,16,52,61,0.48,0.12,0.64
"494","0013-01-07","Botly","0","Android",21,19,21,2154,0,21,2,4,1,0,1
"497","0013-01-07","Acme","1","Windows",1065,598,597,67315,172,696,3661,7037,0.56056338028169,0.16150234741784,0.653521126760563
"498","0013-01-07","Botly","1","Android",9,8,9,1022,0,9,0,0,1,0,1
"499","0013-01-07","Acme","1","BlackBerry",0,0,0,5,0,0,0,0,0,0,0
"501","0013-01-07","Widgetry","1","iPhone",14,13,14,1590,0,14,148,165,1,0,1
"502","0013-01-07","Acme","1","Other",7,4,2,173,1,3,15,49,0.285714285714286,0.142857142857143,0.428571428571429
"503","0013-01-07","Pinnacle","1","iPhone",1,0,0,36,0,0,1,0,0,0,0
"504","0013-01-07","Acme","0","Windows",14755,10291,2102,297838,2106,3730,43571,100827,0.142460182988817,0.14273127753304,0.252795662487292
"511","0013-01-07","Acme","0","SymbianOS",0,0,0,18081.975,0,0,0,0,0,0,0
"512","0013-01-07","Acme","0","Linux",57,37,7,934,11,14,160,288,0.12280701754386,0.192982456140351,0.245614035087719
"513","0013-01-07","Tabular","0","iPad",136,129,136,22504,0,136,0,0,1,0,1
"515","0013-01-07","Pinnacle","0","iPad",23,19,2,474,6,5,55,72,0.0869565217391304,0.260869565217391,0.217391304347826
"516","0013-01-07","Pinnacle","1","Other",0,0,0,18081.975,0,0,0,0,0,0,0
"519","0013-01-07","Acme","0","iPhone",876,702,53,6758,171,119,1248,2352,0.0605022831050228,0.195205479452055,0.135844748858447
"521","0013-01-07","Pinnacle","1","iPad",2,1,1,231,0,1,6,10,0.5,0,0.5
"523","0013-01-07","Acme","1","Linux",3,2,2,247,1,2,7,11,0.666666666666667,0.333333333333333,0.666666666666667
"525","0013-01-07","Acme","1","iPad",176,100,94,12581,28,112,636,1021,0.534090909090909,0.159090909090909,0.636363636363636
"527","0013-01-07","Sortly","0","Android",83,64,4,440,25,16,83,148,0.0481927710843374,0.301204819277108,0.192771084337349
"528","0013-01-07","Pinnacle","1","Android",0,0,0,10,0,0,0,0,0,0,0
"529","0013-01-07","Sortly","1","Android",15,10,2,262,5,6,17,12,0.133333333333333,0.333333333333333,0.4
"530","0013-01-07","Acme","0","BlackBerry",13,10,1,59,3,2,15,35,0.0769230769230769,0.230769230769231,0.153846153846154
"532","0013-01-07","Pinnacle","0","iPhone",10,8,1,194,2,2,16,21,0.1,0.2,0.2
"534","0013-01-07","Sortly","1","iPhone",38,26,11,1134,11,16,47,62,0.289473684210526,0.289473684210526,0.421052631578947
"537","0013-01-07","Acme","1","iPhone",18,15,12,1196,1,13,50,69,0.666666666666667,0.0555555555555556,0.722222222222222
"538","0013-01-07","Widgetry","0","iPhone",117,112,117,15754,0,117,1447,1409,1,0,1
"539","0013-01-07","Pinnacle","0","Linux",0,0,0,18081.975,0,0,0,0,0,0,0
"540","0013-01-07","Sortly","0","iPhone",403,332,36,4377,109,84,494,596,0.0893300248138958,0.270471464019851,0.208436724565757
"543","0013-01-07","Pinnacle","1","Macintosh",5,3,2,916,1,3,14,23,0.4,0.2,0.6
"547","0013-01-08","Pinnacle","1","Other",0,0,0,9,0,0,0,0,0,0,0
"548","0013-01-08","Acme","0","Linux",49,33,7,881,8,12,141,267,0.142857142857143,0.163265306122449,0.244897959183673
"549","0013-01-08","Pinnacle","0","Macintosh",59,49,5,1333,16,13,140,261,0.0847457627118644,0.271186440677966,0.220338983050847
"550","0013-01-08","Sortly","0","Linux",0,0,0,15897.3488372093,0,0,0,0,0,0,0
"551","0013-01-08","Pinnacle","0","Linux",0,0,0,15897.3488372093,0,0,0,0,0,0,0
"552","0013-01-08","Pinnacle","0","Android",2,1,0,16,1,0,3,6,0,0.5,0
"555","0013-01-08","Botly","1","Android",8,7,8,702,0,8,2,3,1,0,1
"556","0013-01-08","Pinnacle","1","iPad",3,2,1,232,1,1,3,5,0.333333333333333,0.333333333333333,0.333333333333333
"557","0013-01-08","Sortly","1","Other",28,22,14,1391,5,17,77,101,0.5,0.178571428571429,0.607142857142857
"560","0013-01-08","Acme","1","iPhone",19,16,12,1225,2,13,43,39,0.631578947368421,0.105263157894737,0.684210526315789
"563","0013-01-08","Acme","1","Windows",1041,581,583,67777,169,681,3618,6832,0.560038424591739,0.162343900096061,0.654178674351585
"566","0013-01-08","Sortly","0","iPhone",354,287,33,4321,94,80,410,477,0.0932203389830508,0.265536723163842,0.225988700564972
"569","0013-01-08","Acme","0","Android",254,183,21,2304,49,55,656,1423,0.0826771653543307,0.192913385826772,0.216535433070866
"570","0013-01-08","Pinnacle","0","Windows",75,60,9,2470,17,21,180,304,0.12,0.226666666666667,0.28
"572","0013-01-08","Pinnacle","0","BlackBerry",0,0,0,51,0,0,0,0,0,0,0
"573","0013-01-08","Acme","0","iPhone",533,422,42,5613,114,94,779,1157,0.0787992495309568,0.213883677298311,0.176360225140713
"577","0013-01-08","Pinnacle","0","Other",0,0,0,15897.3488372093,0,0,1,2,0,0,0
"579","0013-01-08","Tabular","1","iPad",14,13,14,1943,0,14,0,0,1,0,1
"580","0013-01-08","Pinnacle","1","BlackBerry",0,0,0,15897.3488372093,0,0,0,0,0,0,0
"582","0013-01-08","Acme","1","iPad",159,90,87,11273,27,103,586,842,0.547169811320755,0.169811320754717,0.647798742138365
"584","0013-01-08","Pinnacle","1","Android",1,0,0,28,0,0,0,0,0,0,0
"585","0013-01-08","Pinnacle","1","Windows",12,7,5,1312,2,6,31,41,0.416666666666667,0.166666666666667,0.5
"586","0013-01-08","Widgetry","0","iPhone",121,116,121,16253,0,121,1625,1416,1,0,1
"588","0013-01-08","Sortly","0","Android",73,54,4,391,21,15,81,128,0.0547945205479452,0.287671232876712,0.205479452054795
"591","0013-01-08","Botly","0","Android",23,22,23,2823,0,23,4,4,1,0,1
"592","0013-01-08","Acme","0","Other",49,35,6,694,9,12,142,308,0.122448979591837,0.183673469387755,0.244897959183673
"593","0013-01-08","Acme","0","Macintosh",7689,4882,1051,170884,2357,1772,21135,42498,0.136688776173755,0.306541812979581,0.230459097411887
"595","0013-01-08","Acme","1","BlackBerry",1,0,0,30,0,1,1,0,0,0,1
"596","0013-01-08","Sortly","1","Android",13,8,3,233,4,5,22,37,0.230769230769231,0.307692307692308,0.384615384615385
"597","0013-01-08","Sortly","0","Windows",1,0,0,5,0,0,0,0,0,0,0
"599","0013-01-08","Acme","1","Android",21,14,12,1163,3,15,86,189,0.571428571428571,0.142857142857143,0.714285714285714
"600","0013-01-08","Acme","1","Macintosh",369,205,203,24539,66,233,1412,2564,0.550135501355014,0.178861788617886,0.631436314363144
"601","0013-01-08","Acme","1","Other",7,4,4,316,1,4,21,55,0.571428571428571,0.142857142857143,0.571428571428571
"602","0013-01-08","Sortly","1","Windows",0,0,0,15897.3488372093,0,0,0,0,0,0,0
"603","0013-01-08","Tabular","0","iPad",126,121,126,21553,0,126,0,0,1,0,1
"606","0013-01-08","Acme","1","Linux",4,2,2,201,1,2,7,14,0.5,0.25,0.5
"607","0013-01-08","Sortly","0","iPad",1,0,0,15897.3488372093,0,0,0,1,0,0,0
"608","0013-01-08","Pinnacle","0","iPad",24,18,3,646,5,6,72,95,0.125,0.208333333333333,0.25
"611","0013-01-08","Acme","0","Windows",12383,8419,1946,278112,1899,3463,38728,81392,0.157150932730356,0.153355406605831,0.279657595090043
"612","0013-01-08","Pinnacle","1","iPhone",1,0,0,79,0,1,2,3,0,0,1
"614","0013-01-08","Pinnacle","1","Macintosh",4,2,2,426,1,2,5,10,0.5,0.25,0.5
"615","0013-01-08","Sortly","1","iPhone",39,26,10,1269,11,14,52,60,0.256410256410256,0.282051282051282,0.358974358974359
"616","0013-01-08","Sortly","0","Other",147,127,25,3189,31,55,385,465,0.170068027210884,0.210884353741497,0.374149659863946
"617","0013-01-08","Sortly","0","Macintosh",1,0,0,23,0,0,1,1,0,0,0
"619","0013-01-08","Pinnacle","0","iPhone",11,8,1,361,2,2,15,18,0.0909090909090909,0.181818181818182,0.181818181818182
"620","0013-01-08","Acme","0","BlackBerry",12,8,0,26,3,3,20,30,0,0.25,0.25
"622","0013-01-08","Sortly","0","BlackBerry",0,0,0,15897.3488372093,0,0,0,0,0,0,0
"623","0013-01-08","Acme","0","iPad",2135,1495,362,55730,393,674,7242,11754,0.169555035128806,0.184074941451991,0.315690866510539
"624","0013-01-08","Widgetry","1","iPhone",14,13,14,1754,0,14,147,148,1,0,1
"627","0013-01-09","Sortly","1","iPhone",43,29,13,1375,13,17,59,58,0.302325581395349,0.302325581395349,0.395348837209302
"630","0013-01-09","Acme","0","Macintosh",7329,4656,1022,167433,2255,1720,20624,41939,0.139446036294174,0.307681811979806,0.234684131532269
"631","0013-01-09","Pinnacle","0","iPhone",9,7,0,125,2,2,17,24,0,0.222222222222222,0.222222222222222
"632","0013-01-09","Acme","1","Android",21,14,12,1077,2,13,71,140,0.571428571428571,0.0952380952380952,0.619047619047619
"633","0013-01-09","Pinnacle","1","Other",0,0,0,17884.7894736842,0,0,0,0,0,0,0
"635","0013-01-09","Sortly","0","Android",67,52,3,310,20,16,99,174,0.0447761194029851,0.298507462686567,0.238805970149254
"636","0013-01-09","Acme","0","Other",50,36,6,641,8,14,170,341,0.12,0.16,0.28
"637","0013-01-09","Tabular","0","iPad",124,118,124,20868,0,124,0,0,1,0,1
"638","0013-01-09","Acme","1","BlackBerry",1,0,0,35,0,1,0,1,0,0,1
"639","0013-01-09","Sortly","0","iPhone",313,253,31,3658,89,74,366,457,0.0990415335463259,0.284345047923323,0.236421725239617
"643","0013-01-09","Acme","1","Macintosh",359,198,195,24721,64,225,1339,2607,0.543175487465181,0.178272980501393,0.626740947075209
"650","0013-01-09","Tabular","1","iPad",13,12,13,1858,0,13,0,0,1,0,1
"652","0013-01-09","Sortly","0","Other",153,130,27,3443,36,59,417,553,0.176470588235294,0.235294117647059,0.38562091503268
"654","0013-01-09","Acme","1","iPhone",22,17,12,1530,2,14,52,51,0.545454545454545,0.0909090909090909,0.636363636363636
"655","0013-01-09","Sortly","1","Other",25,20,13,1409,4,16,64,78,0.52,0.16,0.64
"656","0013-01-09","Acme","0","Linux",52,36,7,754,10,14,179,337,0.134615384615385,0.192307692307692,0.269230769230769
"657","0013-01-09","Pinnacle","1","iPhone",2,1,1,190,1,1,4,4,0.5,0.5,0.5
"658","0013-01-09","Pinnacle","1","Macintosh",6,3,3,554,1,3,12,17,0.5,0.166666666666667,0.5
"659","0013-01-09","Sortly","0","iPad",0,0,0,15,0,0,0,1,0,0,0
"661","0013-01-09","Botly","0","Android",23,21,23,2631,0,23,1,3,1,0,1
"664","0013-01-09","Acme","0","SymbianOS",0,0,0,17884.7894736842,0,0,0,0,0,0,0
"666","0013-01-09","Sortly","0","Macintosh",0,0,0,17884.7894736842,0,0,0,0,0,0,0
"667","0013-01-09","Pinnacle","1","Windows",14,7,6,1572,2,8,27,32,0.428571428571429,0.142857142857143,0.571428571428571
"668","0013-01-09","Acme","1","Windows",1059,595,590,65785,170,689,3560,6662,0.557129367327668,0.16052880075543,0.650613786591124
"671","0013-01-09","Sortly","0","Windows",1,1,0,17884.7894736842,0,0,2,2,0,0,0
"673","0013-01-09","Acme","0","BlackBerry",9,7,0,34,3,1,5,18,0,0.333333333333333,0.111111111111111
"674","0013-01-09","Sortly","1","Android",10,7,2,127,4,3,8,13,0.2,0.4,0.3
"675","0013-01-09","Pinnacle","0","Macintosh",59,46,7,4168,14,16,148,266,0.11864406779661,0.23728813559322,0.271186440677966
"677","0013-01-09","Widgetry","0","iPhone",122,118,122,17019,0,122,1595,1499,1,0,1
"678","0013-01-09","Sortly","1","Linux",0,0,0,17884.7894736842,0,0,0,0,0,0,0
"679","0013-01-09","Pinnacle","0","Android",2,1,0,17884.7894736842,1,1,3,2,0,0.5,0.5
"681","0013-01-09","Pinnacle","0","iPad",23,17,3,909,5,7,52,78,0.130434782608696,0.217391304347826,0.304347826086957
"683","0013-01-09","Pinnacle","0","Windows",76,60,9,2531,17,20,192,324,0.118421052631579,0.223684210526316,0.263157894736842
"684","0013-01-09","Widgetry","1","iPhone",14,13,14,1503,0,14,147,150,1,0,1
"686","0013-01-09","Acme","1","iPad",159,89,84,10782,24,102,567,835,0.528301886792453,0.150943396226415,0.641509433962264
"688","0013-01-09","Acme","0","iPad",2000,1404,350,53093,358,662,6789,11046,0.175,0.179,0.331
"690","0013-01-09","Acme","1","Other",5,3,2,221,0,3,29,47,0.4,0,0.6
"691","0013-01-09","Acme","1","Linux",5,2,2,197,1,3,9,22,0.4,0.2,0.6
"692","0013-01-09","Botly","1","Android",8,7,8,934,0,8,0,0,1,0,1
"693","0013-01-09","Acme","0","iPhone",441,359,45,5784,82,93,667,976,0.102040816326531,0.1859410430839,0.210884353741497
"694","0013-01-09","Acme","0","Android",229,170,25,2682,46,59,548,1207,0.109170305676856,0.200873362445415,0.25764192139738
"695","0013-01-09","Acme","0","Windows",11654,7868,1944,279393,1762,3448,37288,77804,0.166809679080144,0.151192723528402,0.295864081002231
"696","0013-01-09","Pinnacle","0","BlackBerry",0,0,0,17884.7894736842,0,0,0,0,0,0,0
"698","0013-01-09","Pinnacle","0","Other",0,0,0,45,0,0,2,4,0,0,0
"699","0013-01-09","Pinnacle","0","Linux",1,0,0,17884.7894736842,0,0,1,0,0,0,0
"700","0013-01-09","Pinnacle","1","iPad",2,1,1,216,0,1,8,9,0.5,0,0.5
"702","0013-01-09","Sortly","1","Macintosh",0,0,0,17884.7894736842,0,0,0,0,0,0,0
"703","0013-01-10","Acme","1","iPhone",22,19,14,1421,2,15,45,64,0.636363636363636,0.0909090909090909,0.681818181818182
"705","0013-01-10","Acme","1","Windows",1051,596,594,65850,171,688,3656,7129,0.565176022835395,0.162702188392008,0.654614652711703
"706","0013-01-10","Acme","1","Linux",5,2,2,207,1,3,11,27,0.4,0.2,0.6
"709","0013-01-10","Widgetry","1","iPhone",16,15,16,1920,0,16,225,198,1,0,1
"711","0013-01-10","Sortly","0","iPad",1,0,0,41,0,0,1,1,0,0,0
"712","0013-01-10","Sortly","0","Other",156,131,28,3706,40,59,393,489,0.179487179487179,0.256410256410256,0.378205128205128
"713","0013-01-10","Pinnacle","0","BlackBerry",0,0,0,15677.75,0,0,0,0,0,0,0
"714","0013-01-10","Sortly","0","iPhone",333,271,33,4074,97,81,452,540,0.0990990990990991,0.291291291291291,0.243243243243243
"715","0013-01-10","Pinnacle","0","Windows",84,70,10,2731,19,22,259,452,0.119047619047619,0.226190476190476,0.261904761904762
"718","0013-01-10","Acme","0","iPad",2162,1524,357,54748,388,673,7114,12240,0.165124884366327,0.179463459759482,0.311285846438483
"719","0013-01-10","Acme","0","SymbianOS",0,0,0,15677.75,0,0,0,0,0,0,0
"721","0013-01-10","Acme","1","BlackBerry",0,0,0,15677.75,0,0,0,0,0,0,0
"722","0013-01-10","Pinnacle","1","Android",0,0,0,24,0,0,0,0,0,0,0
"723","0013-01-10","Pinnacle","1","iPhone",1,0,0,65,0,1,3,4,0,0,1
"724","0013-01-10","Pinnacle","0","Linux",0,0,0,51,0,0,0,0,0,0,0
"725","0013-01-10","Sortly","0","Macintosh",1,0,0,19,0,0,0,1,0,0,0
"726","0013-01-10","Sortly","1","iPhone",43,29,12,1339,14,18,61,49,0.27906976744186,0.325581395348837,0.418604651162791
"727","0013-01-10","Pinnacle","0","Macintosh",62,50,6,1923,17,13,120,240,0.0967741935483871,0.274193548387097,0.209677419354839
"728","0013-01-10","Acme","1","Other",9,4,4,437,1,6,39,90,0.444444444444444,0.111111111111111,0.666666666666667
"729","0013-01-10","Sortly","1","iPad",0,0,0,5,0,0,0,0,0,0,0
"730","0013-01-10","Pinnacle","1","Windows",11,5,4,1076,2,7,22,33,0.363636363636364,0.181818181818182,0.636363636363636
"731","0013-01-10","Pinnacle","0","Android",4,2,0,21,1,1,9,20,0,0.25,0.25
"732","0013-01-10","Widgetry","0","iPhone",122,118,122,16278,0,122,1477,1368,1,0,1
"733","0013-01-10","Acme","1","Android",20,14,12,1113,2,14,82,163,0.6,0.1,0.7
"735","0013-01-10","Pinnacle","0","iPhone",10,9,1,143,3,2,11,14,0.1,0.3,0.2
"737","0013-01-10","Acme","0","Other",47,33,5,527,9,13,132,314,0.106382978723404,0.191489361702128,0.276595744680851
"738","0013-01-10","Acme","0","iPhone",638,513,59,7273,128,121,948,1672,0.0924764890282132,0.200626959247649,0.189655172413793
"739","0013-01-10","Acme","0","Windows",12692,8676,2029,291570,1971,3621,40140,87396,0.159864481563189,0.155294673810274,0.285297825401828
"740","0013-01-10","Botly","0","Android",24,23,24,3022,0,24,3,6,1,0,1
"745","0013-01-10","Pinnacle","1","Other",0,0,0,15677.75,0,0,0,0,0,0,0
"749","0013-01-10","Acme","0","BlackBerry",12,8,1,48,3,2,7,13,0.0833333333333333,0.25,0.166666666666667
